Pincode,Lat,Lon
532213,18.535,83.7841
532213,18.535,83.7841
532213,18.535,83.7841
532213,18.535,83.7841
532213,18.535,83.7841
532213,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532214,18.535,83.7841
532215,18.5809,83.7944
532215,18.5809,83.7944
532215,18.5809,83.7944
532215,18.5809,83.7944
532215,18.5809,83.7944
532216,18.7704,84.1853
532216,18.7704,84.1853
532216,18.7704,84.1853
532216,18.7704,84.1853
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532218,18.5786,83.9881
532219,18.7433,83.9049
532219,18.7433,83.9049
532219,18.7433,83.9049
532219,18.7433,83.9049
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532220,18.2692,83.6771
532221,18.8229,84.3539
532221,18.6929,84.2872
532221,18.8031,84.4028
532221,18.7726,84.4101
532221,18.6929,84.2872
532221,18.3729,83.9818
532222,18.7205,84.4593
532222,18.6518,84.2494
532222,18.6518,84.2494
532222,18.6518,84.2494
532222,18.6518,84.2494
532222,18.6518,84.2494
532222,18.6518,84.2494
532222,18.7593,84.4161
532222,18.4756,83.8726
532222,18.6518,84.2494
532242,18.8683,84.463
532242,18.8683,84.463
532242,18.8683,84.463
532242,18.8683,84.463
532242,18.8683,84.463
532242,18.5786,83.9881
532243,18.6893,84.0081
532243,18.6893,84.0081
532243,18.6893,84.0081
532243,18.6893,84.0081
532243,18.6893,84.0081
532243,18.7119,83.8996
532243,18.6667,84.1167
532263,18.8826,84.582
532263,18.8826,84.582
532263,18.8826,84.582
532263,18.8826,84.582
532263,18.8826,84.582
532264,18.2572,83.7109
532264,18.2572,83.7109
532264,18.2572,83.7109
532264,18.2572,83.7109
532264,18.2572,83.7109
532264,18.5786,83.9881
532264,18.4819,83.9238
532264,18.2572,83.7109
532284,18.9442,84.5845
532284,18.9442,84.5845
532284,18.9442,84.5845
532284,18.9442,84.5845
532284,18.9442,84.5845
532284,18.9442,84.5845
532284,18.9442,84.5845
532290,18.5786,83.9881
532290,19.016,84.61
532290,18.5786,83.9881
532290,18.5786,83.9881
532290,18.5786,83.9881
532290,18.5786,83.9881
532290,18.5786,83.9881
532290,18.5786,83.9881
532290,18.9804,84.5823
532291,18.8071,84.0819
532291,18.8071,84.0819
532291,18.8071,84.0819
532291,18.8071,84.0819
532291,18.8071,84.0819
532292,18.4598,83.7112
532292,18.4598,83.7112
532292,18.4598,83.7112
532292,18.4598,83.7112
532292,18.4598,83.7112
532292,18.4598,83.7112
532292,18.4598,83.7112
532312,18.7179,84.1331
532312,18.328,83.8126
532312,18.7119,83.8996
532312,18.5786,83.9881
532312,19.1139,84.6872
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532312,18.7179,84.1331
532322,18.6835,83.6359
532322,18.4705,83.7789
532322,18.577,83.7074
532322,18.577,83.7074
532322,18.577,83.7074
532322,18.577,83.7074
532401,18.2483,83.9615
532401,18.3138,83.9258
532401,18.2679,83.9358
532401,18.3219,83.9187
532401,18.2907,83.9367
532401,18.2907,83.9367
532401,18.3018,83.942
532402,18.3413,83.8198
532402,18.326,83.8478
532402,18.3317,83.8267
532402,18.3317,83.8267
532402,18.3317,83.8267
532402,18.328,83.8126
532403,18.2668,83.7351
532403,18.2464,83.7663
532403,18.2282,83.7926
532403,18.2301,83.7296
532403,18.2049,83.7867
532403,18.1767,83.8078
532403,18.2156,83.7476
532403,18.2226,83.7742
532403,18.2125,83.8278
532403,18.5786,83.9881
532404,18.3221,83.9846
532404,18.319,83.9668
532404,18.2708,84.0044
532404,18.319,83.9668
532404,18.3641,83.9113
532405,18.3655,83.9878
532405,18.3756,83.496
532405,18.3226,84.0687
532405,18.3545,83.8508
532405,18.3545,83.8508
532405,18.3545,83.8508
532405,18.3545,83.8508
532406,18.2478,83.7891
532406,18.2478,83.7891
532406,18.2478,83.7891
532406,18.2478,83.7891
532407,18.2273,83.7148
532407,18.155,83.7305
532407,18.1979,83.704
532407,18.2385,83.693
532407,18.2692,83.6771
532407,18.1357,83.7308
532407,18.5786,83.9881
532407,18.2053,83.6417
532407,18.2053,83.6417
532407,18.2053,83.6417
532407,18.2053,83.6417
532408,18.19,83.8526
532408,18.2164,83.8856
532408,18.22,83.8798
532408,18.22,83.8798
532408,18.2536,83.9012
532409,18.1454,83.6413
532409,18.197,83.6228
532409,18.1476,83.6839
532409,18.1266,83.6645
532409,18.1542,83.6531
532409,18.1542,83.6531
532409,18.1542,83.6531
532409,18.1542,83.6531
532410,18.4879,83.7825
532410,18.4879,83.7825
532421,18.4143,84.0446
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3099,83.7606
532421,18.3808,84.0133
532421,18.5002,83.9637
532421,18.5786,83.9881
532421,18.3738,83.994
532425,18.4778,83.9559
532425,18.4804,83.975
532425,18.4353,83.9839
532425,18.4199,83.992
532425,18.4145,83.9561
532425,18.457,83.9698
532425,18.4666,83.9662
532425,18.4644,83.9868
532425,18.497,83.9429
532426,18.6022,83.9724
532426,18.6022,83.9724
532426,18.6022,83.9724
532426,18.6022,83.9724
532426,18.6022,83.9724
532426,18.6022,83.9724
532427,18.5152,83.976
532427,18.5152,83.976
532427,18.5152,83.976
532427,18.5152,83.976
532427,18.5152,83.976
532427,18.5152,83.976
532428,18.6205,83.9861
532428,18.5811,83.9213
532428,18.5793,83.9713
532428,18.5965,83.9634
532429,18.4767,83.7033
532429,18.3721,84.1027
532429,18.4767,83.7033
532429,18.4767,83.7033
532429,18.4767,83.7033
532429,18.4767,83.7033
532429,18.5786,83.9881
532429,18.4043,83.5922
532430,18.2774,83.5465
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.462,83.7425
532430,18.6466,83.9384
532432,18.5112,84.0387
532432,18.4676,83.753
532432,18.4676,83.753
532432,18.5786,83.9881
532432,18.4925,83.9909
532440,18.6308,83.7653
532440,18.5915,83.7712
532440,18.5946,83.707
532440,18.6316,83.7313
532440,18.5884,83.742
532440,18.5884,83.742
532440,18.5884,83.742
532440,18.5884,83.742
532440,18.5884,83.742
532440,18.5622,83.7432
532440,18.5295,83.7626
532440,18.6344,83.7053
532440,18.6037,83.7557
532440,18.5584,83.7208
532440,18.5472,83.758
532440,18.5884,83.742
532443,18.3668,83.4338
532443,18.3668,83.4338
532443,18.3668,83.4338
532443,18.5538,83.6621
532443,18.6437,83.8515
532443,18.5786,83.9881
532443,18.613,83.8324
532443,18.3668,83.4338
532443,18.5786,83.9881
532445,18.5464,83.7833
532445,18.5315,83.7994
532445,18.484,83.814
532445,18.5238,83.7876
532445,18.522,83.7951
532445,18.522,83.7951
532445,18.522,83.7951
532445,18.5028,83.8069
532445,18.5689,83.789
532445,18.4969,83.7856
532455,18.7993,83.8964
532455,18.6021,83.8963
532455,18.7049,83.831
532455,18.7591,83.8529
532455,18.7702,83.8861
532455,18.833,83.8628
532455,18.7376,83.8665
532455,18.7376,83.8665
532455,18.7376,83.8665
532455,18.7521,83.8872
532455,18.7953,83.874
532455,18.5809,83.7944
532455,18.7792,83.8836
532456,18.9537,83.783
532456,18.9378,83.8136
532456,18.749,83.9305
532456,18.8802,83.8423
532456,18.8802,83.8423
532457,18.8111,83.9085
532457,18.7837,83.9383
532457,18.7974,83.9234
532457,18.7974,83.9234
532457,18.7974,83.9234
532458,18.4853,83.7275
532458,18.4853,83.7275
532458,18.4853,83.7275
532458,18.4853,83.7275
532458,18.4853,83.7275
532458,18.5542,83.9732
532458,18.4853,83.7275
532458,18.5786,83.9881
532458,18.5786,83.9881
532458,18.5938,83.927
532458,18.5865,83.8765
532458,18.4853,83.7275
532458,18.6074,83.9094
532459,18.749,83.9305
532459,18.7019,83.93
532459,18.7368,83.921
532459,18.6708,83.9505
532459,18.7264,83.8806
532459,18.7149,83.9711
532459,18.7233,83.961
532459,18.7019,83.93
532459,18.6601,83.9595
532459,18.7019,83.93
532459,18.7019,83.93
532459,18.6425,83.922
532459,18.714,83.8909
532459,18.6816,83.9129
532460,18.7254,83.7367
532460,18.6486,83.641
532460,18.6864,83.6092
532460,18.7065,83.5619
532460,18.7307,83.7272
532460,18.6523,83.6169
532460,18.7351,83.7604
532460,18.6597,83.6072
532460,18.6389,83.6616
532460,18.5786,83.9881
532460,18.5786,83.9881
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532460,18.6583,83.6152
532461,18.6478,83.5998
532461,18.6285,83.6187
532461,18.6106,83.5812
532461,18.6887,83.5686
532461,18.6178,83.6089
532461,18.6387,83.5955
532461,18.6387,83.5955
532462,18.5938,83.6619
532462,18.6042,83.6855
532462,18.5996,83.6364
532462,18.6393,83.6792
532462,18.6487,83.6898
532462,18.6562,83.7063
532462,18.682,83.7318
532462,18.5938,83.6619
532462,18.6599,83.6807
532462,18.5786,83.9881
532474,18.4787,84.0775
532474,18.4787,84.0775
532474,18.4787,84.0775
532474,18.4787,84.0775
532484,18.3618,83.8691
532484,18.3618,83.8691
532484,18.3618,83.8691
532484,18.3565,83.8481
532484,18.3715,83.8882
532484,18.3742,83.8294
532484,18.3499,83.893
532484,18.344,83.9105
532484,18.3747,83.8453
535125,18.3413,83.6255
535128,18.4016,83.6104
535128,18.3656,83.6076
535128,18.2954,83.4964
531162,18.0615,83.2551
532122,18.5195,83.5861
532127,18.4448,83.5636
532127,18.4673,83.3793
532127,18.4743,83.5813
532127,18.4673,83.3793
532127,18.4673,83.3793
532407,18.4673,83.3793
535001,18.1169,83.4115
535001,18.1169,83.4115
535002,18.1244,83.374
535002,18.1244,83.374
535002,18.1244,83.374
535002,18.1244,83.374
535003,18.1763,83.3862
535003,18.1763,83.3862
535003,18.1763,83.3862
535003,18.1763,83.3862
535003,18.1763,83.3862
535003,18.2939,83.478
535003,18.213,83.3882
535003,18.1763,83.3862
535003,18.1541,83.4016
535003,18.1549,83.3509
535003,18.1883,83.3675
535003,18.1682,83.3741
535003,18.2061,83.376
535003,18.1137,83.3739
535003,18.1399,83.3705
535003,18.105,83.3741
535003,18.2026,83.3938
535004,18.0847,83.3303
535004,18.0931,83.3602
535004,18.0888,83.3588
535004,18.0876,83.4124
535004,18.0792,83.362
535004,18.0888,83.3588
535004,18.0992,83.3294
535005,18.067,83.4091
535005,18.036,83.3038
535005,18.036,83.3038
535005,18.036,83.3038
535005,18.036,83.3038
535005,18.0543,83.4299
535005,18.0509,83.4415
535005,18.0263,83.4074
535006,18.2309,83.5262
535006,18.0742,83.4768
535006,18.1525,83.5015
535006,18.1525,83.5015
535006,18.1525,83.5015
535006,18.1525,83.5015
535101,18.4673,83.3793
535101,18.2843,83.4878
535101,18.3614,83.2449
535101,18.2563,83.559
535101,18.4673,83.3793
535101,18.2843,83.4878
535101,18.2922,83.5157
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535101,18.2843,83.4878
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535102,18.4673,83.3793
535124,18.5064,83.4718
535124,18.5064,83.4718
535124,18.5064,83.4718
535124,18.5064,83.4718
535124,18.5148,83.4922
535124,18.5434,83.4967
535124,18.4898,83.4823
535124,18.506,83.4574
535124,18.4781,83.4305
535125,18.4673,83.3793
535125,18.4673,83.3793
535125,18.4673,83.3793
535125,18.4673,83.3793
535125,18.4673,83.3793
535125,18.2448,83.4521
535125,18.4673,83.3793
535125,17.919,83.1303
535126,18.4832,83.5334
535126,18.4673,83.3793
535126,18.4846,83.5041
535126,18.5015,83.5612
535126,18.5185,83.541
535126,18.4582,83.5216
535126,18.4988,83.5278
535128,18.2191,83.3738
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.4673,83.3793
535128,18.0509,83.4415
535145,18.0753,83.1668
535145,18.0587,83.1419
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535145,18.4673,83.3793
535148,18.0181,83.1973
535148,18.1176,83.1908
535148,18.2099,83.2746
535148,18.1124,83.2133
535148,18.1124,83.2133
535148,18.0938,83.2311
535148,18.1226,83.1728
535160,18.1527,83.2428
535160,18.1401,83.25
535160,18.1683,83.1966
535160,18.1593,83.212
535160,18.1198,83.2329
535160,18.1419,83.2321
535160,18.1473,83.2193
535160,18.1471,83.2265
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.031,83.1636
535161,18.0103,83.1585
535161,18.0379,83.1346
535161,18.054,83.177
535161,18.0219,83.1842
535183,17.8623,83.1613
535183,17.9567,83.1713
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,18.4673,83.3793
535183,17.926,83.1431
535183,17.8918,83.2264
535183,18.4673,83.3793
535183,18.4673,83.3793
535204,18.0921,83.5513
535204,18.1307,83.6168
535204,18.1041,83.5762
535204,18.1041,83.5762
535204,18.1041,83.5762
535204,18.1041,83.5762
535204,18.1041,83.5762
535204,18.1041,83.5762
535204,18.0803,83.5516
535204,18.0812,83.6342
535204,18.1221,83.5998
535204,18.0776,83.5722
535204,18.1168,83.5127
535204,18.1516,83.5986
535204,18.0938,83.6115
535204,18.1076,83.5651
535204,18.0916,83.5239
535213,18.0564,83.5792
535213,18.065,83.5383
535213,18.0173,83.5629
535213,18.0511,83.5504
535213,18.0511,83.5504
535213,18.0657,83.5214
535214,18.0641,83.3347
535214,18.0641,83.3347
535214,18.0641,83.3347
535214,18.0641,83.3347
535215,18.1467,83.2729
535215,18.127,83.3431
535215,18.1113,83.3085
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1339,83.3078
535215,18.1436,83.2928
535215,18.1814,83.3082
535215,18.1389,83.3255
535215,18.0882,83.3032
535216,18.1009,83.4804
535216,18.1009,83.4804
535216,18.1009,83.4804
535216,18.1009,83.4804
535216,18.1009,83.4804
535216,18.024,83.5486
535216,18.0231,83.4482
535216,18.0085,83.4993
535216,18.0325,83.498
535216,18.1009,83.4804
535216,18.5002,83.4224
535216,18.017,83.4662
535217,18.1697,83.3916
535217,18.2311,83.5367
535217,18.2046,83.4107
535217,18.1562,83.4473
535217,18.2309,83.5262
535217,18.2104,83.4884
535217,18.2225,83.5046
535217,18.2118,83.4658
535217,18.2384,83.5093
535217,18.2335,83.4897
535217,18.2012,83.5179
535217,18.1847,83.5142
535217,18.2079,83.4835
535217,18.2079,83.4835
535217,18.2079,83.4835
535218,18.1898,83.5445
535218,18.2153,83.566
535218,18.1984,83.5532
535218,18.1542,83.5145
535218,18.4673,83.3793
535218,18.2133,83.5417
535218,18.1694,83.5511
535218,18.1901,83.5907
535218,18.177,83.6039
535218,18.1312,83.483
535218,18.1821,83.5498
535218,18.1821,83.5498
535218,18.1821,83.5498
535218,18.1821,83.5498
535220,18.2581,83.4656
535220,18.2581,83.4656
535220,18.2607,83.4856
535220,18.242,83.4717
535220,18.2581,83.4656
535220,18.2581,83.4656
535220,18.2581,83.4656
535220,18.2847,83.453
535220,18.2448,83.4521
535221,18.1715,83.267
535221,18.1974,83.2341
535221,18.1724,83.2512
535221,18.1845,83.262
535221,18.4673,83.3793
535221,18.1795,83.2607
535221,18.1795,83.2607
535221,18.1795,83.2607
535221,18.1716,83.2891
535240,18.0205,83.2033
535240,18.0031,83.2086
535240,17.9999,83.2015
535240,17.9999,83.2015
535240,17.9999,83.2015
535240,17.9999,83.2015
535240,17.9999,83.2015
535240,17.9761,83.1925
535240,17.9999,83.2015
535240,17.9999,83.2015
535250,18.0648,83.2278
535250,18.0714,83.2317
535250,18.0525,83.2621
535250,18.0745,83.2296
535250,18.0622,83.2016
535250,18.0631,83.2138
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535250,18.0648,83.2278
535260,18.2315,83.3506
535260,18.2315,83.3506
535260,18.2315,83.3506
535260,18.2315,83.3506
535260,18.2315,83.3506
535260,18.2357,83.3717
535260,18.2064,83.3526
535260,18.2524,83.3274
535270,18.3382,83.3667
535270,18.2662,83.4196
535270,18.2904,83.2943
535270,18.2686,83.3955
535270,18.2099,83.2746
535270,18.2697,83.284
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.2823,83.3492
535270,18.337,83.4325
535270,18.2823,83.3492
535270,18.2782,83.3263
535273,18.3246,83.2431
535273,18.3194,83.2837
535273,18.4673,83.3793
535273,18.4673,83.3793
535273,18.3452,83.2052
535273,18.3101,83.2612
535273,18.4673,83.3793
535273,18.4673,83.3793
535280,18.4673,83.3793
535280,18.2308,83.4182
535280,17.9923,83.0523
535280,18.2107,83.436
535280,18.2453,83.3848
535280,18.2345,83.4002
535280,18.2219,83.416
535280,18.2219,83.416
535281,17.9843,83.0836
535281,18.0318,83.1097
535281,17.9932,83.0222
535281,18.0084,83.077
535281,18.0245,83.0844
535281,18.0084,83.077
535281,18.0084,83.077
535281,18.0084,83.077
535281,18.0085,83.0854
535463,18.4673,83.3793
535463,18.4673,83.3793
535463,18.7016,83.4487
535463,18.4673,83.3793
535463,18.4673,83.3793
535463,18.7488,83.5038
535463,18.114,83.1424
535463,18.5251,83.6056
535463,18.7308,83.5024
535463,18.2126,83.1988
535463,18.2126,83.1988
535463,18.2126,83.1988
535463,18.2126,83.1988
535463,18.2126,83.1988
535501,18.5823,83.3761
535501,18.5823,83.3761
535501,18.5823,83.3761
535502,18.803,83.4857
535502,18.8043,83.4677
535502,18.8132,83.4461
535502,18.8186,83.4875
535502,18.8043,83.4677
535502,18.8043,83.4677
535502,18.8043,83.4677
535502,18.8043,83.4677
535502,18.8043,83.4677
535502,18.8043,83.4677
535502,18.8359,83.4854
535502,18.751,83.4339
535521,18.9205,83.4814
535521,18.9763,83.4823
535521,18.8976,83.4633
535521,18.8842,83.4689
535521,18.8987,83.5173
535521,18.3838,83.2396
535521,18.8962,83.4957
535521,18.8463,83.4493
535521,18.9131,83.4463
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535521,18.8463,83.4493
535522,18.7663,83.3417
535522,18.7825,83.3659
535522,18.4673,83.3793
535522,18.7842,83.3982
535522,18.7354,83.4672
535522,18.7354,83.4672
535522,18.7354,83.4672
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.9346,83.6105
535523,18.8748,83.6492
535523,18.4988,83.5278
535523,19.0509,83.6593
535523,18.9777,83.642
535523,18.4673,83.3793
535523,19.0462,83.6133
535523,18.9587,83.6439
535523,18.9995,83.5208
535523,18.9346,83.6105
535523,18.998,83.614
535523,19.0061,83.5335
535523,19.0077,83.6345
535523,19.0366,83.6479
535523,19.0775,83.6416
535524,18.8663,83.5519
535524,18.4673,83.3793
535524,18.4673,83.3793
535524,18.4673,83.3793
535524,18.4673,83.3793
